curvature_1_per_m,moment_kN_m
-0.031846965963204424,-2023.759544858554
-0.02952023025244161,-1882.3301465981003
-0.027164215437941508,-1737.298295147807
-0.024781258290168903,-1588.85455157092
-0.022373722301851685,-1437.214997769153
-0.019943995343794044,-1282.6209317830946
-0.017494487296510104,-1125.3381022158346
-0.015027627660027755,-965.6554641700072
-0.012545863144233192,-803.8834537709606
-0.010051655242146074,-640.3517945004493
-0.007547477788532964,-475.40686543361556
-0.005035814506278459,-309.4086781821186
-0.002519156542950345,-142.72752496101398
-3.91886975727153e-17,24.25962621477518
